"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"COD_SENADOR";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"NOME_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"2234458";"Fatura";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.670.085/0992-67";"localiza rent a car sa";"34109";"2024-08-02";"pedagios do carro locado  pelo servidor jose ricardo lopes penha matricula 371455";"753,27"
"2233634";"Fatura";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.670.085/0992-67";"localiza rent a car sa";"34109";"2024-08-02";"pedagios  de veiculo locado  pelo servidor jose ricardo lopes penha matriculka 371455";"753,27"
"2233631";"Fatura";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.670.085/0992-67";"localiza rent a car sa";"34109";"2024-08-02";"locaçao de veiculo pelo servidor jose ricardo lopes penha matricula 371455";"5189,13"
"2234457";"Fatura";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.670.085/0992-67";"localiza rent a car sa";"34109";"2024-08-02";"locaçao de veiculo pelos 28 dias de julho pelo servidor jose ricardo lopes penha matricula 371455";"5819,13"
"2232268";"Fatura";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.670.085/1237-45";"localiza rent a car stos dumont";"1214257";"2024-07-01";"veiculo alugado por Romeu Bezerra matricula 382210  saldo glossado no requerimento 46484 de junho por ser de dia de julho";"232,33"
"2233015";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.081.422/0001-31";"posto amrx comercio de combustiveis";"143963";"2024-07-28";"visita a municipios do interior";"185,41"
"2231549";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"27889";"2024-07-05";"visita a municipios do interior";"179,19"
"2231601";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"27970";"2024-07-08";"visita a municipios do interior";"221,68"
"2232632";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"28082";"2024-07-11";"Visita a municipios do interior";"245,03"
"2232541";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"28113";"2024-07-12";"visita a municipios do interior";"204,74"
"2232540";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"28133";"2024-07-13";"visita a municipios do interior";"252,57"
"2232787";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"28354";"2024-07-20";"visita a municipios do interior";"221,93"
"2233336";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"28534";"2024-07-25";"visita a municipios do interior";"187,01"
"2233016";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"28556";"2024-07-26";"visita a municipios do interior";"152,14"
"2233018";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"28582";"2024-07-27";"visita a municipios do interior";"228,87"
"2233337";"Cupom Fiscal";"2024";"7";"5936";"CARLOS PORTINHO";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.599.015/0001-98";"posto de combustiveis gigante da alameda ltda";"28704";"2024-07-31";"visita a municipios do interior";"254,73"
"2246376";"Fatura";"2024";"11";"5990";"CARLOS VIANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"05.120.923/0001-09";"Aerotur Serviços";"0005022760";"2024-11-21";;"1651,22"
"2246377";"Fatura";"2024";"11";"5990";"CARLOS VIANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"05.120.923/0001-09";"Aerotur Serviços";"2208514973";"2024-11-23";;"1469,95"
"2244740";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"31.910.917/0001-57";"AUTO POSTO BEIJA FLOR LTDA";"1349206";"2024-11-24";;"255,54"
"2244685";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.467.688/0001-80";"COMERCIAL BEIRA RIO LTDA";"678554";"2024-11-29";;"245,11"
"2244663";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"23.153.943/0023-65";"COOPERATIVA AGRO PECUARIA DO VALE DO PARACATU LTDA";"270222";"2024-11-24";;"241,95"
"2246020";"Recibo";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"25.298.969/0001-11";"COOPERATIVA MISTA DE TRANSPORTE DE PASSAGEIROS EM TÁXI DE BH LTDA";;"2024-11-23";;"145,00"
"2244694";"Fatura";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.286.479/0001-08";"LOCALIZA FLEET S.A.";"GFF00007E904";"2024-11-17";;"1667,90"
"2244744";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"62.413.877/0023-77";"MELIA BRASIL ADMINISTRACAO HOTELEIRA E COMERCIAL LTDA.";"00587628";"2024-11-25";;"946,00"
"2244741";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"44.614.525/0001-92";"MONTANA HOTEL LTDA";"2449";"2024-11-25";;"202,42"
"2244743";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"44.614.525/0001-92";"MONTANA HOTEL LTDA";"2450";"2024-11-25";;"202,42"
"2245380";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"25.266.113/0001-64";"POSTO BARAO LTDA";"467148";"2024-11-30";;"214,20"
"2244662";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"64.248.354/0001-32";"POSTO DE COMBUSTIVEIS AQUI PONTILHAO LTDA";"501166";"2024-11-23";;"236,61"
"2244751";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.555.642/0001-70";"POSTO FORMULA BR LTDA";"276292";"2024-11-29";;"276,06"
"2244661";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"17.159.880/0001-46";"POSTO PONTE NOVA LTDA";"95585";"2024-11-21";;"192,16"
"2244664";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.559.338/0001-40";"POSTO RODOBELLO";"00059300";"2024-11-29";;"158,86"
"2244684";"Nota Fiscal Eletrônica";"2024";"11";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.504.196/0001-21";"SOCIEDADE COMERCIAL CANAA LTDA";"2106831";"2024-11-29";;"170,93"
"2245483";"Passagem / Bilhete / Código Localizador";"2024";"11";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"HJRQPW";"2024-11-17";"Companhia Aérea: LATAM, Localizador: HJRQPW. Passageiros: CARLOS ALBERTO DIAS VIANA (Matrícula 341463, PARLAMENTAR), Voo: 3723 - CNF-BSB - 18/11/24; ";"3547,17"
"2245509";"Passagem / Bilhete / Código Localizador";"2024";"11";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"RW71QN";"2024-11-22";"Companhia Aérea: AZUL, Localizador: RW71QN. Passageiros: CARLOS ALBERTO DIAS VIANA (Matrícula 341463, PARLAMENTAR), Voo: 4589 - CNF-CGH - 23/11/24; ";"1979,41"
"2245508";"Passagem / Bilhete / Código Localizador";"2024";"11";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"YERNDV";"2024-11-22";"Companhia Aérea: GOL, Localizador: YERNDV. Passageiros: CARLOS ALBERTO DIAS VIANA (Matrícula 341463, PARLAMENTAR), Voo: 1440 - CGH-BSB - 25/11/24; ";"3220,08"
"2244745";"Passagem / Bilhete / Código Localizador";"2024";"11";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.624.611/0098-73";"EMP. GONTIJO DE TRANSPORTES LTDA";"104180485";"2024-11-29";;"374,02"
"2245382";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"08.754.832/0001-05";"A & C CONSERVAÇÃO E LIMPEZA LTDA";"2024/357";"2024-12-02";;"1266,00"
"2246798";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.981.180/0001-16";"CEMIG DISTRIBUIÇÃO S.A.";"222804219";"2024-12-23";;"616,71"
"2245438";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.970.646/0001-09";"CONDOMÍNIO DO EDIFÍCIO MIRAFIORI";"604122024";"2024-11-26";;"1507,03"
"2246016";"Fatura";"2024";"12";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"PREFEITURA DE BELO HORIZONTE";"01.24.2677432.23";"2024-12-16";;"46,57"
"2246017";"Fatura";"2024";"12";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"PREFEITURA DE BELO HORIZONTE";"01.24.2677269.90";"2024-12-16";;"498,40"
"2245439";"Recibo";"2024";"12";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"144.***.***-59";"WILSON MENDES FERREIRA";;"2024-12-11";;"7796,00"
"2245221";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"10.469.072/0001-36";"GP SISTEMAS E SERVICOS LTDA";"5757";"2024-12-10";;"467,20"
"2247475";"Fatura";"2024";"12";"5990";"CARLOS VIANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"05.120.923/0001-09";"Aerotur Serviços";"2210083688";"2024-12-01";;"1496,87"
"2245165";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"57.400.370/0001-33";"MRIBEIRO REPARACAO E MANUTENCAO DE COMPUTADORES";"29";"2024-12-03";;"2289,00"
"2246042";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Divulgação da atividade parlamentar";"03.711.624/0001-05";"DESIGN PROMOÇOES PUBLICIDADE E REP LTDA - ME";"202400000000770";"2024-12-19";;"500,00"
"2246041";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Divulgação da atividade parlamentar";"33.156.599/0001-06";"ESTUDIO MINAS PRODUTORA S.A";"000.002.691";"2024-12-18";;"5000,00"
"2246019";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Divulgação da atividade parlamentar";"04.904.600/0001-35";"GRAF NORTE MONTES CLAROS EDITORA E GRAFICA LTDA - EPP";"202400000003832";"2024-12-18";;"1600,00"
"2246018";"Nota Fiscal Eletrônica";"2024";"12";"5990";"CARLOS VIANA";"Divulgação da atividade parlamentar";"31.140.322/0001-60";"GRAFIMOC ARTES GRAFICAS LTDA";"544";"2024-12-18";;"1300,00"
"2223472";"Fatura";"2024";"2";"5982";"ALESSANDRO VIEIRA";"Passagens aéreas, aquáticas e terrestres nacionais";"05.120.923/0001-09";"Aerotur Serviços";"2145540653";"2024-02-19";"Companhia Aérea: Aerotur Serviços, Localizador: HQRHJT. Passageiros: ALESSANDRO VIEIRA (Matrícula 341487, PARLAMENTAR), Voo: 3843 - AJU/BSB/AJU - 03/03/24; ";"1459,01"
"2225011";"Boleto";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"01.335.342/0001-25";"Barros Filhos Imóveis";"13206";"2024-03-25";;"4993,00"
"2225019";"Fatura";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0107-03";"CLARO S.A / NET";"2403904676646";"2024-03-01";;"170,39"
"2222132";"Fatura";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.018.171/0001-90";"DESO - COMPANHIA DE SANEAMENTO DE SERGIPE";"0000075655";"2024-03-04";;"190,00"
"2225017";"Fatura";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"ENERGISA";"015837417";"2024-03-18";;"33,98"
"2225013";"Fatura";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"ENERGISA";"016838406";"2024-03-18";;"1652,34"
"2223716";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"50.857.840/0001-43";"LUIZA KELLY SILVA";"10";"2024-03-15";;"1800,00"
"2225015";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.350.020/0001-34";"MULTSERV MANUTENCAO PREDIAL LTDA";"13077216";"2024-03-19";;"296,94"
"2225016";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.350.020/0001-34";"MULTSERV MANUTENCAO PREDIAL LTDA";"13077679";"2024-03-20";;"6,05"
"2222082";"Boleto";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.128.780/0001-00";"Prefeitura de Aracaju";"2-7";"2024-03-05";;"521,05"
"2226630";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"18.563.287/0001-23";"Financial Space Consulting Ltda ME";"21";"2024-04-15";;"15000,00"
"2222081";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"47.942.618/0001-34";"GL PUBLICIDADE";"00000020";"2024-03-06";;"7500,00"
"2223717";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"25.012.398/0001-07";"GOOGLE CLOUD BRASIL COMPUTAÇÃO E SERVIÇOS DE DADOS LTDA";"08817641";"2024-03-02";;"54,00"
"2223718";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"26.440.622/0001-24";"JOSE EDMILSON DA SILVA JUNIOR SOCIEDADE INDIVIDUAL DE ADVOCACIA";"00000011";"2024-03-21";;"5000,00"
"2223714";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"52.593.473/0001-43";"LENICE RAMOS OLIVEIRA";"9";"2024-03-15";;"2000,00"
"2231190";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.351.877/0001-52";"LOCAWEB SERVICOS DE INTERNET S.A.";"09201956";"2024-02-29";;"29,52"
"2231191";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"02.351.877/0001-52";"LOCAWEB SERVICOS DE INTERNET S.A.";"09307728";"2024-03-27";;"16,83"
"2223715";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"52.626.907/0001-64";"52.626.907 ALEX FELIPE SANTOS MELO";"7";"2024-03-15";;"2000,00"
"2223719";"Nota Fiscal Eletrônica";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"13.179.247/0001-69";"COMERCIAL MARIVAN LTDA";"3338";"2024-03-04";;"3000,00"
"2225012";"Recibo";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.406.705/0001-13";"JB ANDRADE LOCAÇÃO DE VEÍCULOS LTDA";"0";"2024-03-08";;"2300,00"
"2225010";"Recibo";"2024";"3";"5982";"ALESSANDRO VIEIRA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.406.705/0001-13";"JB ANDRADE LOCAÇÃO DE VEÍCULOS LTDA";"0";"2024-03-08";;"5000,00"
"2226636";"Boleto";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"01.335.342/0001-25";"Barros Filhos Imóveis";"13730";"2024-05-02";;"4993,00"
"2226646";"Fatura";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0107-03";"CLARO S.A / NET";"2404904673058";"2024-04-01";;"170,55"
"2226644";"Fatura";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"ENERGISA";"3/882268-6";"2024-04-16";;"32,71"
"2226643";"Fatura";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.017.462/0001-63";"ENERGISA";"3/17610-7";"2024-04-16";;"1346,14"
"2225025";"Nota Fiscal Eletrônica";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"17.319.957/0001-06";"JULYARLET NATALIA SANTOS SANTANA";"00000009";"2024-04-03";;"1320,00"
"2226648";"Nota Fiscal Eletrônica";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.350.020/0001-34";"MULTSERV MANUTENCAO PREDIAL LTDA";"202400000002419";"2024-04-18";;"302,99"
"2225033";"Boleto";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.128.780/0001-00";"Prefeitura de Aracaju";"3/7";"2024-04-05";;"521,05"
"2225028";"Nota Fiscal Eletrônica";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"29.761.613/0001-23";"AGUIA SHOPPING DAS VASSOURAS EIRELI";"000010272";"2024-04-05";;"1269,00"
"2225022";"Nota Fiscal Eletrônica";"2024";"4";"5982";"ALESSANDRO VIEIRA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"41.148.275/0001-54";"CL LOCAÇÃO E MANUTENÇÃO DE MOVEIS LTDA";"00000004";"2024-04-03";;"3500,00"
"2220732";"Passagem / Bilhete / Código Localizador";"2024";"2";"5967";"ANGELO CORONEL";"Passagens aéreas, aquáticas e terrestres nacionais";"12.120.914/0001-75";"OPEN AIR TRAVEL";"GPSCGS";"2024-02-07";"Companhia Aérea: LATAM, Localizador: GPSCGS. Passageiros: ANGELO MÁRIO CORONEL DE AZEVEDO MARTINS (Matrícula 341177, PARLAMENTAR), Voo: 3012 - CGH-BSB - 07/02/24; ";"3679,92"
"2223949";"Recibo";"2024";"2";"5967";"ANGELO CORONEL";;"09.037.533/0001-12";"DG Invest S.A";;"2024-02-29";;"3500,00"
"2224939";"Fatura";"2024";"3";"5967";"ANGELO CORONEL";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"66.970.229/0263-95";"Claro S.A + Net";"5301356";"2024-03-22";"Internet - Claro - Março";"185,59"
"2224942";"Nota Fiscal Eletrônica";"2024";"3";"5967";"ANGELO CORONEL";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"30.727.829/0001-51";"BUNKER BRAIN AUDIOVISUAL EIRELI";"76";"2024-04-02";"Assessoria de Comunicação";"3236,01"
